lei,bic,legalName,countryCode
635400LFDWJ58VFTGB88,BIPEIE21XXX,"Brandes Investment Partners (Europe) Limited",IE
635400MHDAK5JBDC6M46,BAMBKYKXXXX,"Brasilian American Merchant Bank",KY
635400YO7OST368OF238,BRRUIE21XXX,"Bray Credit Union Limited",IE
635400ZFFPVZGDBAFK14,NCBBIE21XXX,"Brewin Dolphin Capital ",IE
635400MN8YOCG5NK6F72,TIAAIE21XXX,"Brewin Dolphin Wealth Management Limited",IE
635400WOEPSIN551LN66,BRWEGB21XXX,"Bristol ",GB
635400EFXYYJHJSL6F63,BRROIE21XXX,"Bruff Credit Union Limited",IE
635400OXF9OKA1LAQ438,BURUIE21XXX,"Buncrana Credit Union Limited",IE
635400HAQGWKKUUQMQ08,CBRNIE21XXX,"Cabra Credit Union Limited",IE
635400AUAC2PGRYJWG43,CHCUIE21XXX,"Cahir Credit Union Limited",IE
635400IFVLXJVEEY4397,CAMRIE21XXX,"Campbell O'Connor ",IE
6354004TT6OZBPPLBO93,CNRNIE21XXX,"Cana Credit Union",IE
635400N5XVNTLTWTUK34,DOLMIE21XXX,"Cantor Fitzgerald Ireland Limited",IE
635400ZCIV91Y4IYC144,TRRIIE21XXX,"Cara Credit Union Limited",IE
635400TDFKL4ZSPVXC31,MAPGPTP1XXX,"Caravela - Companhia de Seguros, S. A.",PT
635400UQUKU8YPEPO680,CDEUIE21XXX,"Carlow District Credit Union Limited",IE
635400XTIHLWJUE4IA05,CIEOIE21XXX,"Carrick on Suir Credit Union Ltd",IE
635400JXANNPXCZMXK72,CIENIE21XXX,"Carrickmacross Credit Union Limited",IE
635400UC2FUA5IBHKO69,CSRIIE21XXX,"Castleblayney Credit Union Limited",IE
635400JDB6Q1FZESBT78,CSENIE21XXX,"Castlecomer Credit Union Ltimited",IE
635400ENPOA7FAX5PH23,CSEOIE21XXX,"Castlepollard Credit Union Ltd",IE
6354007TYS9EBSQTOO16,CDCEIE21XXX,"Castlerea and District Credit Union Limited",IE
6354004OXCZ4ZL22HF45,CTCIIE21XXX,"Cathedral Credit Union Ltd",IE
6354002U21KKWRPZMN55,CVCUIE21XXX,"Cavan Credit Union Ltd",IE
635400VK7YHOMGMTTJ40,CDRNIE21XXX,"Celbridge District Credit Union Ltd",IE
635400OAUSKT6BT5UZ19,IRCEIE2DXXX,"Central Bank of Ireland",IE
635400DTQASBAOH7IR77,CATPSGS1XXX,"Chartered Asset Management Pte Ltd",SG
635400BPCTF8TCGUXG82,MSBCHKHHXXX,"CHINA MINSHENG BANKING CORP., LTD., HONG KONG BRANCH",CN
635400PJVWAILALN1E67,CFSHIE2DXXX,"Citco Fund Services (Ireland) Limited",IE
635400QM3B3Y6LTIDE60,CLIOIE21XXX,"Clanmaurice Credit Union Ltd.",IE
635400X5CJY2E8PQSS63,CLCUIE21XXX,"Cleariestown Credit Union Limited",IE
635400CCQR9W3RQFRA10,CLROIE21XXX,"Clones Credit Union Ltd",IE
635400XTNZLWNIHITY79,MURIIE21XXX,"Clonmel Credit Union Limited",IE
6354005WCSORLVMZ4K59,CLDNIE21XXX,"Clontarf Credit Union Limited",IE
635400NSXMZBBZMLCA62,CBRUIE21XXX,"Cobh Credit Union Limited",IE
635400NCZM7LS2KVDJ14,ESCUIE21XXX,"COIS SIONNA CREDIT UNION LIMITED",IE
635400IFPTXRPJVEVJ24,CSNEIE21XXX,"Comgest Asset Management International Limited",FR
635400C7A4RL2QU79I71,CCHDIE21XXX,"Comhar Chreidmheasa Chorca Dhuibhne Teoranta",IE
635400GVIH9SGLHBGF92,CCHCIE21XXX,"Comhar Creidmheasa Cholm Cille Teoranta",IE
635400OVO5JWIPZBCD12,CCGDIE21XXX,"Comhar Creidmheasa Ghaoth Dobhair Teoranta",IE
635400OEZSUYJPNWD722,CLIRIE21XXX,"Comhar Linn INTO Credit Union Limited",IE
635400SPRSJ5LC5H3Q54,WCCUIE21XXX,"Community Credit Union Limited",IE
635400U2AFGP6MN2HE84,CGSFGB21XXX,"Compagnia Generale Servizi E Finanza Co.Ge.S.Fin. Limited",GB
635400W8SDZXWH4ZVW97,CLRNIE21XXX,"Cooley Credit Union Limited",IE
635400IH2HVHKAAHOY15,CTCNIE21XXX,"Cootehill Credit Union Ltd",IE
635400TBJ4KMTHOOKD55,SBDCIE21XXX,"Core Credit Union Limited",IE
635400CPU9WLS99YCR40,CMMDMCM1XXX,"CREDIT MOBILIER DE MONACO",MC
6354001G77R9OFGYST89,SCRIIE21XXX,"Credit Union Plus Ltd",IE
6354005MK36KEPSLYC40,LDCNIE21XXX,"Croí Laighean Credit Union Limited",IE
6354002IGSDFAEOEHI67,CSDNIE21XXX,"Crosshaven-Carrigaline Credit Union Limited",IE
635400S91LLLPIG8TP42,CUCUIE21XXX,"Cuchullain Credit Union Limited",IE
635400MHT4V7DVELR516,CUGMGB21XXX,"Culross Global Management Limited",GB
6354005QTKFQZOTBFJ44,CURYIE21XXX,"CurrencyFair Limited",IE
5493004VE5PQRXRJ2F18,AIBKIE31XXX,"Davy Asset Management Limited",IE
635400JLGKETPVVGPW53,DLLINL2EXXX,"De Lage Landen International B.V.",NL
635400HRFJTBXAJIVF37,DEEUIE21XXX,"Derg Credit Union Limited",IE
635400MESBD5DVZSZV76,DERNIE21XXX,"Desmond Credit Union Ltd",IE
635400GF9HZVBJ2E6L67,LACLIE21XXX,"DMS MARKET ACCESS LIMITED",IE
635400GSYWZHY8M4Z981,DTCUIE21XXX,"Donegal Town Credit Union Limited",IE
635400I6AHCZFGJT8Z16,DORUIE21XXX,"Donore Credit Union Limited",IE
635400EDTERPZFLHQG46,PWCUIE21XXX,"Douglas Credit Union Limited",IE
5967007LIEEXZX87C875,DRANNO21XXX,"Drangedal Sparebank",NO
635400LFEEDI34QCR658,METUIE21XXX,"Drogheda Credit Union Limited",IE
635400GCCT9JTSJZFW18,DDCNIE21XXX,"Drumcondra ",IE
6354006M55WJJNW55183,SSCNIE21XXX,"Dubco Credit Union Limited",IE
6354003JYANWUQ7L1B15,DDCIIE21XXX,"Dunboyne ",IE
635400GHJF71GVNTFH50,DUCIIE21XXX,"Dundalk Credit Union Limited",IE
635400KRJDUIVM7B1Y58,DURNIE21XXX,"Dungarvan Credit Union Ltd",IE
635400AXVQO6QM8HAF95,DPRUIE21XXX,"Dunleer Parish Credit Union Ltd.",IE
635400CKABAERCHNFU04,DCEUIE21XXX,"Dunmanway Credit Union Limited",IE
635400TPIDKWYVZIAP29,EWCUIE21XXX,"East Wall Credit Union Limited",IE
549300QS0R6M20VUB380,EBSIIE2DXXX,"EBS DAC",IE
635400YWCCWGO9ZIFY36,ECCNGB21XXX,"Ecoinvest Consulting Ltd",IE
5967007LIEEXZX8GLK62,EIDSNO21XXX,"Eidsberg Sparebank",NO
5967007LIEEXZX9HMW06,EIKANOK1XXX,"Eika Kapitalforvaltning AS",NO
5967007LIEEXZX7JF455,TEKONOK1XXX,"Eika Kredittbank AS",NO
6354002DOOBPDMM2K338,EDCIIE21XXX,"Emyvale District Credit Union Limited",IE
635400TCZZL37BMASL83,ENCUIE21XXX,"Enfield Credit Union Limited",IE
635400LGFTISIKNOZK81,ENCNIE21XXX,"Enniscorthy Credit Union Limited",IE
635400A6LAZ57BIHJ652,EDRUIE21XXX,"Ennistymon and District Credit Union Limited",IE
635400J73BDO4TTGXD45,EQPCKWKWXXX,"EQUATE Petrochemical Company K.S.C.C",KW
635400ESKMK8UA8K7O87,EQBLUGKAXXX,"EQUITY BANK UGANDA LIMITED",UG
635400PC7SEKOOGFDD19,ERCUIE21XXX,"Erris Credit Union Limited",IE
635400RBHKSLAKXWCG46,BGECIE21XXX,"Ervia Employees' Credit Union Limited",IE
6354002KVASF2IIRFJ36,ECCUIE21XXX,"E-Services ",IE
5967007LIEEXZX7GC039,ETSPNO21XXX,"Etnedal Sparebank",NO
5493007YLUF2KAS0TM17,XBFOBEB1XXX,"Euronext Brussels",BE
969500HMVSZ0TCV65D58,XPARFRPPXXX,"EURONEXT PARIS SA",FR
635400RKRK5EGXSPC782,EXPFGB22XXX,"Experian Finance plc",GB
635400H7UFJFEUVATJ77,FAEUIE21XXX,"Farranree Credit Union Ltd",IE
635400DOFXF5EO8FZM19,FECPIE21XXX,"Fexco Corporate Payments Unlimited Company",IE
635400HVLNUVYLIFFE69,FEXMIE2DXXX,"Fexco Merchant Services Unlimited Company",IE
635400CS5QZEHZCF4X84,FEXCIE2DXXX,"Fexco Unlimited Company",IE
635400XRREGNPFSLW398,FFAILBBEXXX,"FFA Private Bank SAL",LB
635400OVUMFYZGQ43469,FANDIE21XXX,"FINECO ASSET MANAGEMENT DAC",IE
6354009HA9QI4XKYWN88,FITUIE21XXX,"Firhouse Credit Union Limited",IE
635400M7OWD3YT3T9P27,CSRNIE21XXX,"FIRST CHOICE CREDIT UNION LIMITED",IE
6354009SUAHNWTVXBR95,KDCIIE21XXX,"First South Credit Union Limited",IE
213800EH1XXWX1VYBV42,FSPANOB1XXX,"FISH POOL ASA",NO
635400AAAHWNVGJCCF71,CPARGB21XXX,"FM Capital Partners Limited",GB
635400BAQIPLDOGIOK36,FOCNIE21XXX,"Foyle Credit Union Ltd",IE
6354005F3OZLCZV3TY39,FTIFIE2DXXX,"FTI Finance Limited",IE
5967007LIEEXZX8S6851,GJASNO21XXX,"Gjensidige Bank ASA",NO
635400SRMCBHVMSKJS84,GLABIE21XXX,"Glanbia plc",IE
635400WYRIPOIT4BC373,GDCNIE21XXX,"Glanmire ",IE
635400UNJU2ERNDW3U07,GLRSIE21XXX,"Global Reach Securities Limited",IE
635400AODUJPLENRZ138,GSESMTMTXXX,"Global Shares Execution Services Ltd",MT
635400IL71G3SXS7OE16,GDBSIE21XXX,"Goodbody Stockbrokers UC",IE
635400TRVZ6SNGKH7T82,GOCNIE21XXX,"Goresbridge Credit Union Limited",IE
635400IVTJQIPGHRED03,GORUIE21XXX,"Gort Credit Union Limited",IE
635400BE9SBAG61DJ963,GRFTIE2DXXX,"Grafton Group plc",IE
635400YZLBPZJP3BSF98,GRRUIE21XXX,"granard credit union ltd",IE
635400HDM4QHBCYBHW56,GDCUIE21XXX,"Greenhills and District Credit Union Ltd",IE
635400DOTOKCYX7MYW23,GDCIIE21XXX,"Greystones and District Credit Union Limited",IE
5967007LIEEXZX66T412,GRONNO21XXX,"Grong Sparebank",NO
5967007LIEEXZX69W828,GRUENO21XXX,"Grue Sparebank",NO
635400F7INLBPAACQO08,GTBIRWRKXXX,"GUARANTY TRUST BANK (RWANDA) LIMITED",RW
635400VGTDR4UUAZR709,GUCUIE21XXX,"Gurranabraher Credit Union Ltd",IE
6354002R7UZEHLHXWR61,HSCNIE21XXX,"Halston Street Credit Union Ltd",IE
635400ZGMATWUBSG9E16,TERUIE21XXX,"Health Services Staffs Credit Union Limited",IE
5967007LIEEXZX82PK66,HESPNOB1XXX,"Hegra Sparebank",NO
5967007LIEEXZX89NK89,HEMNNO21XXX,"Hemne Sparebank",NO
635400SCKGXY6HLJJA02,TDCUIE21XXX,"Heritage Credit Union Limited",IE
5967007LIEEXZX6TYG59,HJARNO21XXX,"Hjartdal og Gransherad Sparebank",NO
5967007LIEEXZX72G068,HJELNO21XXX,"Hjelmeland Sparebank",NO
5967007LIEEXZXF1HC35,SSPANO21XXX,"Høland og Setskog Sparebank",NO
5967007LIEEXZX6UQ860,HOSPNO21XXX,"Hønefoss Sparebank",NO
635400ZVGS11GFDSOU76,HOTTGB21XXX,"Hottinger Investment Management Limited",GB
635400IPSUQZJIN67K89,HFINUGKAXXX,"Housing Finance Bank",UG
635400ZK97VWMOTG2N87,ICCNNOK1XXX,"Incentive AS",NO
635400XDZOK6UE23TT63,INGBIE3DXXX,"ING European Financial Services Plc",IE
635400WJQWHRUTXOXL76,EPAYIE2KXXX,"Interpay Limited",IE
635400W7OL9OEEVQMM96,INYEGB21XXX,"Interpay UK Limited",IE
635400PSMCTBZD9XNS47,BCITIE2DXXX,"Intesa Sanpaolo Bank Ireland PLC",IE
635400L6EVOM2WBVKG28,TRIBIE2DXXX,"Investec Bank plc",GB
635400LI4QMLUFFT9Y68,IVESIE2DXXX,"Investec Europe Limited",IE
TWBHJZDB2TYBXZPLM625,IRLIIE2DXXX,"Irish Life Investment Managers Limited",IE
63540061DPCBNMCGRY22,DAVYIE22XXX,J,IE
5967007LIEEXZX8L8854,KLEPNO21XXX,"Jæren Sparebank",NO
5967007LIEEXZX8YCG57,JERNNO21XXX,"JERNBANEPERSONALETS SPAREBANK",NO
6354002EIG9CH4GSEQ16,KCRUIE21XXX,"Kanturk Credit Union Limited",IE
635400DOBGIZCGCSPI24,KRSIIE21XXX,"KBC Finance Ireland",IE
635400JG8GZZSHCDLD80,KAMUIE21XXX,"Kepler Liquid Strategies ICAV - KLS Arete Macro Fund",IE
635400VPUI9VZYXXW432,KIRUIE21XXX,"Kilcormac Credit Union Limited",IE
6354003N1GI38U6TUM72,NPCUIE21XXX,"Kildare Credit Union Limited",IE
635400T6YLECKJFCKS26,KIROIE21XXX,"Killarney Credit Union Limited",IE
635400DXPUJZATROKD56,KIEUIE21XXX,"Kilmallock Credit Union Ltd",IE
6354007MAQH8BXN9LK23,KICIIE21XXX,"Kilnamanagh Credit Union Limited",IE
635400JATNLMLYYONG67,KIENIE21XXX,"Kilrush Credit Union Limited",IE
635400SR7XRQGZQKHH71,KDCUIE21XXX,"Kiltimagh District Credit Union Limited",IE
5967007LIEEXZX80E863,KVIDNO21XXX,"KVINESDAL SPAREBANK",NO
6354003LNVCBITITXF67,LBCUIE21XXX,"Lanesboro' Ballyleague Credit Union",IE
635400VAUDTBIYZRDT13,MMCUIE21XXX,"Larkhill ",IE
635400NAZ949N7TQY381,LGBALBBEXXX,"Lebanon ",LB
6354002VIZGW25YTUB93,LECIIE21XXX,"Leighlin Credit Union Limited",IE
635400JW2KG3ELU7OG45,LDCNIE21XXX,"Leixlip and District Credit Union Limited",IE
63540012A8DVPUL6GI96,LECOIE21XXX,"Letterkenny Credit Union Ltd",IE
635400XT3V7WHLSFYY25,CECAESMM048,"LIBERBANK S.A.",ES
635400UA3SKRYX7TQG97,NACUIE21XXX,"Life Credit Union Limited",IE
635400T42EDIMUFQ2V55,LICUIE21XXX,"LIFFORD CREDIT UNION LIMITED",IE
63540069ILR6MYG9XA11,SHRUIE21XXX,"Limerick ",IE
635400AVSQPQ83KA1N36,MMCNIE21XXX,"Link Credit Union Limited",IE
6354003IA1MEC62FLR78,IRGPIE21XXX,"Link Registrars Limited",IE
635400QVECIE7CDU3U93,PORUIE21XXX,"Lisduggan District Credit Union Limited",IE
635400WLOJBRM4BEWO02,LCCUIE21XXX,"Lismore and Cappoquin Credit Union Limited",IE
635400KH2616LTAWP147,LICIIE21XXX,"Listowel Credit Union Limited",IE
5967007LIEEXZX7R4W53,HASBNO21XXX,"Lofoten Sparebank",NO
635400AP25A1ABAUKI68,LORNIE21XXX,"Longford Credit Union Limited",IE
635400R3UFDCCELUUB56,LDCIIE21XXX,"Lucan District Credit Union Limited",IE
635400HJINQYXKDTZX81,MPCIIE21XXX,"M.P.C.C. Credit Union Limited",IE
635400K21ESWLVJPN328,MADOIE21XXX,"Macroom Credit Union Limited",IE
635400URTRGYKGDLVG98,MDCIIE21XXX,"Malahide and District Credit Union Limited",IE
635400WGZWJDYTZPYC32,MATNIE21XXX,"Mallow Credit Union Limited",IE
635400ATHM2VDOAREC21,MDCOIE21XXX,"Manorhamilton and District Credit Union Limited",IE
635400H1XBIBGBSIFL64,MADNIE21XXX,"Marino Credit Union Limited",IE
5967007LIEEXZX6KP432,MASPNO21XXX,"Marker Sparebank",NO
635400ZE5LLZYGDUHJ28,MDCNIE21XXX,"Mayorstone District Credit Union Ltd",IE
635400QXP44PVCL1QZ57,MEATIE2RXXX,"Mediolanum International Funds Limited",IE
635400ZKWXOJYYIVM751,SDCNIE21XXX,"Member First Credit Union Limited",IE
635400MAMSZNLASIXI36,MESBIE21XXX,"Merrion Stockbrokers Limited",IE
635400PSUHC4N8DXDH26,AFEUSKB1XXX,"MetLife Slovakia, s.r.o.",SK
6354007E5CCOVXQDU589,MIRNIE21XXX,"Midleton Credit Union Limited",IE
635400ITDXTWDU5SYQ05,MIEUIE21XXX,"Mitchelstown Credit Union Limited",IE
635400D7BIUZZGZ2P741,MOEUIE21XXX,"Mohill Credit Union Limited",IE
635400SAHDSQUVTCFU95,MODIIE21XXX,"Monaghan Credit Union Ltd.",IE
635400PPC9MZAXVN4L20,MORNIE21XXX,"Monasterboice Credit Union Limited",IE
635400ERNQGAC6OPCR34,MOEIIE21XXX,"Monasterevan Credit Union Limited",IE
635400V762A6XTFQPB27,MCCRIE21XXX,"Muintir Clanna Caoilte Credit Union Ltd",IE
635400FCFKAH6DULNS15,MSCNIE21XXX,"Muintir Skibbereen Credit Union Limited",IE
635400VXFTRHO7HFNB39,MURNIE21XXX,"Mulcair Credit Union Limited",IE
635400QGF8OPQYTFHQ65,MURUIE21XXX,"Mullingar Credit Union",IE
635400ZM3UKJSIE8LG86,NBCUIE21XXX,"Naomh Breandain Credit Union Limited",IE
635400HUV6OPU6ZNCL61,NEAEGB21XXX,"Nemesis Asset Management LLP",GB
635400IHRQRV4FJKIH56,NERIIE21XXX,"Nenagh Credit Union Ltd",IE
635400JZ2XYLRLMXHJ78,NRCUIE21XXX,"New Ross Credit Union Limited",IE
635400YJUKQYKQK54B50,NEEUIE21XXX,"Newmarket Credit Union Ltd",IE
635400RB4CFTG3P1H146,NECLIE21XXX,"Nexgen Capital Limited",IE
5967007LIEEXZX7HVK26,KLBUNO21XXX,"Nidaros Sparebank",NO
635400D3UKBLGJNUUO75,OASMZAJ1XXX,"OASIS ASSET MANAGEMENT LTD",ZA
5967007LIEEXZX7WJC44,ODASNO21XXX,"Odal Sparebank",NO
5967007LIEEXZXETRK41,TJELNO21XXX,"Ofoten Sparebank",NO
635400C5JBLAZ15LIE80,ROKLIE2DXXX,"Old Mutual International Ireland Designated Activity Company",IE
635400RG2LM6YIVZJ411,OLCUIE21XXX,"Oldcastle Credit Union Limited",IE
635400HWKE7FSKQ8O367,OPFUSES1XXX,"Opfutrade AB",SE
635400RXOZ3USF5XCQ15,OPFUSES1XXX,"Opfutrade Holding AB",SE
5967007LIEEXZX67KW92,OKDLNO21XXX,"Orkla Sparebank",NO
5967007LIEEXZX8BYW44,ORLANO21XXX,"Ørland Sparebank",NO
5967007LIEEXZX6JXC59,ORKONO21XXX,"Ørskog Sparebank",NO
5967007LIEEXZXHDL433,XOSLNOK1XXX,"OSLO BØRS ASA",NO
5967007LIEEXZX7LQG72,GJSPNO21XXX,"Østre Agder Sparebank",NO
635400X94UTPIPOBSD36,OLCCIE21XXX,"Our Lady Crowned Credit Union Limited",IE
635400KUZUGKEXDQX765,PAEUIE21XXX,"Palmerstown Credit Union",IE
635400XTBIPLJJVNTZ33,PDRUIE21XXX,"Parish of Darver Credit Union Limited",IE
635400NEZTIT83WHGM88,POCOIE21XXX,"People First Credit Union Limited",IE
549300WL1M55G8FIDZ68,IPBSIE2DXXX,"Permanent TSB Public Limited Company",IE
635400ZGKF7PMGQXUK54,PDCUIE21XXX,"Phibsboro and District Credit Union Ltd",IE
635400V2CSU8KRT6ME43,PICUIE21XXX,"Piltown Credit Union Limited",IE
635400WJHEN4C4VOVO24,AANAFRP1XXX,"Pioneer Global Investments Limited",IE
6354005EHJWAEXPDFT12,POCUIE21XXX,"Portarlington Credit Union Limited",IE
635400UJSBGYZKC2AK86,PSCUIE21XXX,"Prison Service Credit Union Limited",IE
635400HFAXNO6IBLKM87,VICUIE21XXX,"Progressive Credit Union Limited",IE
635400OO8JGPGTDFZJ81,FSCNIE21XXX,"Public Service Credit Union Limited",IE
635400HPDQGIIPHGC409,QUCICHG1XXX,"Quaero Capital S.A.",CH
635400WNJNT9E5EU5F48,QUCMGB21XXX,"Quality Capital Management ltd",GB
63540062ZUGJAIEEIE93,RDCIIE21XXX,"Ranelagh ",IE
635400SEUMOXX34IAM20,RDRUIE21XXX,"Rathangan ",IE
635400TBWEMSO5VXCS43,RDCLIE21XXX,"Rathkeale ",IE
635400QTEROA54FXAI95,RDRNIE21XXX,"Rathmore and District Credit Union Limited",IE
5967007LIEEXZX6DR420,RINDNO21XXX,"Rindal Sparebank",NO
5967007LIEEXZX661C73,BFHSNO21XXX,"Romsdal Sparebank",NO
5967007LIEEXZXF3SO40,RORBNO21XXX,"Rørosbanken Røros Sparebank",NO
6354005CUR1HZNSYJD70,RORUIE21XXX,"Roscommon Credit Union Ltd",IE
635400CVQVWBGFPCLP51,RORNIE21XXX,"ROSCREA CREDIT UNION LTD",IE
635400ZRZLPOZNB1XB17,ROCIIE21XXX,"Rowlagh Credit Union",IE
635400BVDTBFTBZFBE54,RTCUIE21XXX,"RTE Credit Union Limited",IE
6354003POY3XG2ZAQX03,SRGCIE21XXX,"Saint Raphael's Garda Credit Union Limited",IE
635400QVRIZMOSW4ZB83,SADNIE21XXX,"Sarsfield Credit Union Limited",IE
6354006MUUWYCDHNAA37,SCCTUS31XXX,"Schafer/Cullen Capital Management, Inc.",US
635400FU1MGLAGWSAD25,SCESNOK1XXX,"Sector Epsilon AS",NO
635400NYLD2ECXZPII28,SFEANOK1XXX,"Sector Fund Services AS",NO
635400686VPVEMHVWL72,SEGSNOK1XXX,"Sector Gamma AS",NO
635400NBIW6NFXOZDF39,SFEANOK1XXX,"Sector Omega AS",NO
635400HLF68VROC6H145,SETHNOK1XXX,"Sector Theta AS",NO
635400OGCJBX1UFS6F61,SESTIE21XXX,"Setanta Asset Management Limited",IE
635400IOI5DMZIY9IS92,SHRNIE21XXX,"Shannon Credit Union Limited",IE
6354008IVHXRZ71KTO30,SHCUIE21XXX,"Sheephaven Credit Union Limited",IE
635400ABCAC8L5SRJB67,SHRIIE21XXX,"Shercock Credit Union limited",IE
5967007LIEEXZX850W58,NEPRNO21XXX,"Skue Sparebank",NO
635400ISXWTNBSPNGQ21,SLCNIE21XXX,"Slane Credit Union ltd",IE
6354002LCR6Q1C3BKP03,SLRUIE21XXX,"Sligo Credit Union Ltd",IE
635400B3DOXSWFOWJT40,SMKTIE22XXX,"Smurfit Kappa Treasury Unlimited Company",IE
635400TJZ4L1CJ7HWB49,SHIDIE2DXXX,"SODEXO FINANCE DAC",IE
5967007LIEEXZXAXC017,IDRENO21XXX,"Sogn Sparebank",NO
5967007LIEEXZX5L7C02,SOKNNO21XXX,"Soknedal Sparebank",NO
6354004HB4CUEDLMXY86,GRTPSGS1XXX,"SP Group Treasury Pte. Ltd.",SG
635400GIJMVHO4MDQI52,POWASGS1XXX,"SP PowerAssets Limited",SG
5967007LIEEXZX4WIG90,NARVNO21XXX,"Sparebanken Narvik",NO
635400GNRY1S6JXJSV51,SQFSIE21XXX,"Squared Financial Services Limited",IE
635400OOSCBJ1YFAHJ12,OUCUIE21XXX,"St Anthony's ",IE
635400ZZ2UZDSHVRAU02,DOROIE21XXX,"St Dominic Credit Union Limited",IE
635400LNIRFZBI6EKB11,MICIIE21XXX,"St Michael's Credit Union Ltd",IE
635400Y5TRYHVELUWZ86,AGCUIE21XXX,"St. Agnes Credit Union Limited",IE
635400CU89FPCEPOC853,AICUIE21XXX,"St. Ailbes Credit Union Limited",IE
635400ALLFOLGDGO7A50,BREIIE21XXX,"St. Brigid's Credit Union Ltd",IE
635400CMG1PROFX9EY63,RACUIE21XXX,"St. Canice's Kilkenny Credit Union Limited",IE
635400P9LAFWKF6DFH81,CCRNIE21XXX,"St. Colman's (Claremorris) Credit Union Ltd",IE
635400YJCCVAO3G6PK19,NPCNIE21XXX,"St. Columba's Credit Union Limited",IE
635400OH6FJJKKN4CE94,DACNIE21XXX,"St. Declans Ashbourne Credit Union",IE
635400XMOV4PZNTHJW84,SICUIE21XXX,"St. Francis' Credit Union Limited",IE
635400ZM7HW3CXPHA583,JPLIIE21XXX,"St. James's Place International Plc",IE
6354001FBQ72VQFURM36,MOCUIE21XXX,"St. Jarlath's Credit Union Ltd",IE
635400OUXAEZKN3TXL77,PCCUIE21XXX,"St. Patrick's (Cork) Credit Union Limited",IE
635400EH3DZNJ6JAXP04,PGCUIE21XXX,"St. Paul's Garda Credit Union Limited",IE
5967007LIEEXZX8I5486,STADNO21XXX,"Stadsbygd Sparebank",NO
5967007LIEEXZX6J5K03,STMMNO21XXX,"Strømmen Sparebank",NO
635400RPDMTRVACZ4P03,SUCUIE21XXX,"Sundrive Credit Union Ltd.",IE
5967007LIEEXZX4MHC90,SUSANO21XXX,"Sunndal Sparebank",NO
5967007LIEEXZX7O1S71,SURSNO21XXX,"Surnadal Sparebank",NO
635400IAV22ZOU1NFS89,SUISIE21XXX,"Susquehanna International Securities Limited",IE
635400TBDX7LGCAHV277,SWCUIE21XXX,"Swilly Mulroy Credit Union Limited",IE
63540084MSORAFQ34C44,SDCUIE21XXX,"Swinford and District Credit Union Limited",IE
635400C9BVPF96KLQS43,EXAANOK1XXX,"Taiga Fund Management AS",NO
635400ASGCSIRNOLND33,TDCOIE21XXX,"Tallaght and District Credit Union Limited",IE
635400GUDAWJRSJFLI51,TWCUIE21XXX,"Tallaght West Credit Union Ltd",IE
635400UKETBFEDTH6Y93,TDCIIE21XXX,"Tara and District Credit Union Limited",IE
635400QJJRJWUHGRIV75,TUIRIE21XXX,"Teachers' Union of Ireland Credit Union Limited",IE
635400CGQQOPPOC1LM31,TERIIE21XXX,"Templemore Credit Union Limited",IE
635400IC96YWR8FJ7A34,TECOIE21XXX,"Termonfeckin Credit Union Limited",IE
Q2GQA2KF6XJ24W42G291,BOFIIE2DXXX,"The Governor and Company of the Bank of Ireland",IE
635400IV8KDZUPLGWM18,IBIDIE21XXX,"The Investment Bank of Ireland Limited",IE
635400DZBUIMTBCXGA12,XDUBIE21XXX,"The Irish Stock Exchange Plc",IE
635400QWZKKFIRUJ1H84,LOCIIE21XXX,"The Lough Credit Union Ltd",IE
635400XGWYNNZBOEUA21,ROCUIE21XXX,"The Rosses Credit Union Limited",IE
635400H54FDIWXQ1DX93,THCNIE21XXX,"Thomastown Credit Union Limited",IE
635400BLP2E2CMKVVH36,THCUIE21XXX,"Thurles Credit Union Ltd",IE
635400Q71W5EHB2CGL58,TICUIE21XXX,"Tipperary Credit Union Limited",IE
5967007LIEEXZX8QMO62,TOSPNO21XXX,"Tolga-Os Sparebank",NO
635400GTTBKEZSC1SQ38,FCCUIE21XXX,"Tower Credit Union Limited",IE
635400XE9USVPDTCZO84,TRRNIE21XXX,"Tramore Credit Union Limited",IE
635400OGOAPLLMZW4708,TRRUIE21XXX,"Trinity Credit Union Limited",IE
5967007LIEEXZXEUJC13,TRSPNO21XXX,"Trøgstad Sparebank",NO
635400WBGEC251N5RI42,TURUIE21XXX,"Tullamore Credit Union Limited",IE
635400KJQLJZEBCVFY68,TUCNIE21XXX,"Tullow Credit Union Limited",IE
5967007LIEEXZX8HDC34,TYSSNO21XXX,"TYSNES SPAREBANK",NO
635400KQIMALJ4XLAD78,ULSBIE2DXXX,"Ulster Bank Ireland Designated Activity Company",IE
635400WBIYW3BEGUEI86,MPCUIE21XXX,"Unity Credit Union Limited",IE
549300KWXY72RJWYSG13,GEPNIE21XXX,"Utmost Paneurope Designated Activity Company",IE
5967007LIEEXZX6QVC82,VESLNO21XXX,"Valdres Sparebank",NO
635400PJLNJ81FZ3UP57,VALFADADXXX,"Vall Banc Fons SAU",AD
5967007LIEEXZX8CQO16,VSPANO21XXX,"Valle Sparebank",NO
635400XMIMUCWVKSX570,LAIRIE21XXX,"Vera Financial Designated Activity Company",IE
635400BJJ3YZ5ZWLRY04,VICNIE21XXX,"Virginia Credit Union Limited",IE
5967007LIEEXZX4N9429,VVELNO21XXX,"Voss Veksel- og Landsmandsbank ASA",NO
